学校名称,专业中文名称,专业原名称（官网名称）,内容
康斯坦茨大学,不平等社会研究,Sociology of Inequality ,"官网：https://www.uni-konstanz.de/studieren/vor-dem-studium/studienangebot/studiengaenge-a-z/sociology-of-inequality-msc/
联系邮箱：studienberatung.soziologie@uni-konstanz.de
学制：4
截止时间：仅冬季入学，3月15日-4月30日
授课语言：英语
是否受限：否
申请材料：基本材料
申请方式：网申，https://zeus.uni-konstanz.de/hioserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y

匹配度说明：
1)	报考不平等社会学硕士课程，必须提供足够的英语知识证明（欧洲共同参考框架的B2级）。以下语言测试或同等水平的测试被认可。
证明在第一和第二中学连续接受了五年的英语教学，并完成了至少9分或 ""满意 ""或更好的成绩（证明通常由大学入学资格提供）。
成功完成上一个学位课程中与学科相关的至少四门英语课程的证明
提交剑桥大学英语一级证书，至少达到C级
雅思考试成绩证明（国际英语语言测试系统）。
至少得5.5分
至少要有托福考试成绩证明（英语作为外语的测试）。
87分（基于互联网），227分（基于计算机）或567分（基于纸张）。
2)	与硕士课程 ""不平等社会研究学 ""相关的学科的学士学位，如社会学、社会科学、政治学、经济学或类似的学位课程（至少2.5）。
 

研究生课程：
不平等社会研究学是一个英语硕士课程，它建立在三年的社会科学学士课程之上，例如社会学、政治和行政科学、经济学或类似的研究领域。该课程的特点是以研究为导向的学习计划，对当代主题和问题感兴趣，以及在个人和个别监督下的小型研讨会小组。六个月的外部实习增加了经验的广度以及劳动力市场的机会。

"
图宾根大学,民族学/社会和文化人类学 ,Ethnologie/Social and Cultural Anthropology,"
官网：https://uni-tuebingen.de/studium/studienangebot/verzeichnis-der-studiengaenge/detail/course/ethnologiesocial-and-cultural-anthropology-master/#c288-course-topics

联系人邮箱：studierendensekretariat@zv.uni-tuebingen.de

学制：四学期

申请截止时间：-7.15

授课语言：英语（B2）

是否受限：否

申请材料：官网没有明确说明，暂定为基本材料

申请方式：网申。通过ALMA
https://alma.uni-tuebingen.de/alma/pages/cs/sys/portal/hisinoneStartPage.faces

匹配度说明及要求：本科为社会或文化人类学相关专业

本科课程：
社会文化人类学理论与方法导论
阅读和讨论社会和文化人类学的重要文献
研究学习：社会和文化人类学工作的方法和基础 I II
媒体人类学基础
博物馆人类学基础
人、自然和环境关系的人类学基础
医学人类学基础
为社会、在社会中和与社会一起建立人类学的基础
人类学研究的历史、理论和经典基础
政治人类学基础
社会文化人类学研究经典
高级媒体人类学基础
高级博物馆人类学基础
人类、自然和环境关系的高级人类学
高级医学人类学
高级人、自然和环境关系的人类学基础
高级人类学研究的历史、理论和经典
高级政治人类学
批判民族学

 
 

研究生课程：
（无分方向）
社会和文化人类学的理论基础和新方法
田野调查的方法和实践
情景化人类学理论与实践
人类学中的理论、主题和区域辩论和案例研究
研究项目/人种学实地考察或实习
写民族志

（分方向-博物馆与收藏方向）
社会和文化人类学的理论基础和新方法
田野调查的方法和实践
博物馆历史与理论
人类学中的理论、主题和区域辩论和案例研究
研究项目博物馆和收藏
研究项目/人种学实地考察或实习
学科背景下的展览和收藏
 第三学期为实习学期，实习地点可以选择学校、非政府组织或博物馆，也可出国到合作项目国家实习，如阿塞拜疆、格鲁吉亚、印度、吉尔吉斯斯坦、哈萨克斯坦、斯里兰卡和巴基斯坦

毕业生方向：毕业生能够在不同的专业领域工作，例如：博物馆和文化机构、发展机构、卫生组织、跨文化调解、国际组织、教育、商业、国际关系
"
柏林自由大学,教育科学,Bildungswissenschaft,"
1.官网
https://www.fu-berlin.de/studium/studienangebot/master/bildungswissenschaft/index.html
2、申请日期：
冬季申请：4月20日-5月30日
夏季申请：12月初-1月15日
3、申请方式：uni-assist申请
https://www.uni-assist.de/
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德福16
7. 是否NC：NC
8. 匹配度说明及选拔标准：
●	具有至少 60 个学分 (LP) 的教育或教育科学部分的大学学位或教育科学、政治学、心理学或社会学方面的大学学位
●	至少 15 个经验研究方法的 CP，其中至少 9 个定量方法的 CP
●	经验研究方法领域至少20个CP
●	如果大学学位是在心理学、社会学或政治学学科获得的：一次性15个选择点作为学习证明和至少10个学分的考试成绩
●	如果之前的大学学位是作为教育或教育科学部分至少 60 CP ，或教育科学科目的学习课程的一部分获得的15CP，至少 10 CP在教育诊断领域
●	只招8%的非德国国籍的同学
参考其本科学习内容：https://www.fu-berlin.de/service/zuvdocs/amtsblatt/2012/ab272012.pdf#G2087030
教育与教养10CP；实证社会研究方法 I 10CP；社会学与教学10CP；教育和培训的制度化10CP；教育和培训过程中的异质性10CP；教学行动的方法 - 基础10CP；教学诊断10CP；实证社会研究方法 II10CP；教育组织的发展10CP；教学行动的方法 - 深化10CP；教学行为的法律基础5CP；心理学15CP
9.硕士授课内容：
 
●	模块 1 教育与教育理论
●	模块2 教育科学的心理学和社会学基础
●	模块 3 教育研究方法
●	模块4 教育行动领域的研究与开发
●	模块 5 研究计划和出版
模块 6 研究项目
有三个学习方向：
社会教育学、幼儿教育和进一步培训
https://www.fu-berlin.de/service/zuvdocs/amtsblatt/2016/ab082016.pdf

 
教育和教养10LP；
教育科学的心理学和社会学基础15CP；
教育科学的研究方法20CP；
教育行动的研究15CP；
10.未来就业：可以针对特定目标群体设计、规划和实施培训和教育措施。由于他们在实证（定量和定性）研究方法方面的广泛技能，他们能够开展研究来描述、解释和优化各个应用领域的教育和教育过程。他们可以评估教育和培训措施，并在概念层面上为在该领域工作的从业者提供建议。"
柏林洪堡大学,教育科学,Erziehungswissenschaften,"1.官网
https://www.erziehungswissenschaften.hu-berlin.de/de/studium/beratung/fachberatung/bama/master-erziehungswissenschaften/master-erziehungswissenschaften-2023 
2、申请日期：
冬季申请：6月1日-8 月 31 日
夏季申请：12 月 1 日 -1 月 15 日
3、申请方式：官网申请
https://studienplatz.hu-berlin.de/bewerbungOnline/rds?state=onlstat
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德语授课，德福16
7. 是否NC：NC
8. 匹配度说明及选拔标准：
查看其对应本科学习内容：
https://gremien.hu-berlin.de/de/amb/2020/63/63_2020_ba-erziehungswissenschaften_druck.pdf
 
●	BA EW 1 基本概念、理论和研究方法（10 CP）
●	BA EW 2 研究基础和方法 I (10 CP)
●	BA EW 3 研究基础和方法 II (10 CP)
 
●	BA EW 4 世界社会教育（10 CP）
●	BA EW 5 教育机构和
●	过去和现在的教育（10 CP）
●	BA EW 6 终身教育
●	专注于成人/继续教育（10 CP）
●	BA EW 7 教学和学习（10 CP）
●	学士论文（10 CP）
(b) 专业选修区 (20 CP)
●	BA EW 8.1 通识教育（10 CP）
●	BA EW 8.2 历史和文化教育研究（10 CP）
●	BA EW 8.3 成人/继续教育：教育、工作和就业咨询（10 CP）
三选一
●	BA EW 9.1 设计、实施和评估教育、咨询、教学和学习过程中的实习（10 CP）
●	BA EW 9.2 教育研究、规划和组织实习（10 CP）
二选一
(c) 跨学科选修区 (20 CP)
中学科目教育科学包括以下模块，共 60 CP：
(a) 必修区 (50 CP)
●	BA EW 1 基本概念、理论和研究方法（10 CP）
●	BA EW 4 世界社会教育（10 CP）
●	BA EW 过去和现在的 5 个成长和教育机构 (10 CP)
●	BA EW 6 终身教育，重点是成人/继续教育 (10 CP)
●	BA EW 7 教学和学习（10 CP）
●	(b) 专业选修区 (10 CP)
●	BA EW 8.1 通识教育（10 CP）
●	BA EW 8.2 历史和文化教育研究（10 CP）
●	BA EW 8.3 成人/继续教育：教育、工作和就业咨询（10 CP）
模块 8.1、8.2 和 8.3 中的一个模块选择。
9.硕士授课内容：
https://gremien.hu-berlin.de/de/amb/2014/40/40_2014_AMB_MA%20Erziehungswissenschaften_1_DRUCK.pdf
 
●	MA EW 1 教育、文化、社会（10 CP）
●	MA EW 2 学习、教养、社会化过程 (10 CP)
●	MA EW 3 科学哲学和方法论（10 CP）
●	MA EW 4 理论与研究论文(10 CP)
 
●	MA EW 7 成人/继续教育 - 终身学习（10 CP）
●	MA EW 8 实习（10 CP）
 硕士论文（30 CP）
(b) 专业选修区 (20 CP)
●	MA EW 5.1 研究概况1：教育理论和教育研究 I (10 CP)
●	MA EW 5.2 研究概况 2：历史和文化研究教育研究 I (10 CP)
●	MA EW 5.3 研究概况 3：国际和比较教育我（10 CP）
●	MA EW 5.4 研究概况 4：教育系统，教育政策和实证教育研究 I (10 CP)
●	MA EW 5.5 研究概况 5：实证学校和教学研究 I(10 CP)
 
●	MA EW 5.6 研究概况 6：成人教育/继续教育 I (10 CP)
●	MA EW 5.7 研究概况 7：职业培训研究 I (10 CP)
●	MA EW 6.1 研究概况1：教育理论和教育研究 II (10 CP)
●	MA EW 6.2 研究概况 2：历史和文化研究教育研究II（10 CP）
●	MA EW 6.3 研究概况 3：国际和比较教育II（10 CP）
●	MA EW 6.4 研究概况 4：教育系统，教育政策与实证教育研究 II (10 CP)
●	MA EW 6.5 研究概况 5：实证学校与教学研究 II(10 CP)
●	MA EW 6.6 研究概况 6：成人教育/继续教育 II (10 CP)
●	MA EW 6.7 研究概况 7：职业培训研究 II - 组织和开发专业学习场所"
卡鲁KIT,教育学,Pädagogik Magister Artium,"
1.官网
https://www.sle.kit.edu/vorstudium/master-paedagogik.php
2、申请日期：
冬季申请：5月初-7月15日
夏季申请：12月初-1月15日
3、申请方式：
4、申请材料：基本材料
5.学制：4学期
6、语言要求：德语B1就可以申请，注册前提交DSHII，或德福16即可
7. 是否NC：NC
8. 匹配度说明及选拔标准：
●	教育学学士学位，最低数量180 ECTS 点
●	包含至少 50% 的教学学习内容模块
●	至少 90 CP 的教学理论
●	经验、社会科学和人文研究方法至少16个CP（可在硕士课程中补上）
●	必须参加面试：第一学位最高30分；选拔面试最高30分
查看其对应本科的课程内容：
必修科目：
●	教育和职业教育基础知识：模块总计 15 CP
●	科学工作：模块总计 20 CP
●	职业培训的组织和行动领域：模块 (e)，范围为 28 CP
●	教学和学习：模块总计 10 CP
●	职业培训政策模块，共 10 个 CP
必修课（您可以在其中从主题定义的课程中进行选择）。总共 20 个 CP 将选择以下模块中的两个：
●	教育史：模块总计 10 CP
●	规划职业培训：模块总计 10 CP
●	媒体和教育：模块总计 10 CP
持续至少 6 周的专业实习10 CP
选修模块：46CP
●	欧洲文化和思想史
●	德国研究
●	历史
●	文化理论与实践（KTP）
●	媒体理论与实践（MTP）
●	哲学
●	社会学
9.硕士授课内容：
https://www.geistsoz.kit.edu/downloads/MHBs/MHB_MA_Paedagogik.pdf

 
教学、学习和教育研究（20 CP）
●	了解并促进学习动机
●	教学诊断
●	工作和工业社会学的当前主题
●	当前职业教育研究领域
●	工作组织和职业培训
人员和能力发展（20 CP）
●	组织和人员发展
●	发展心理学
●	专业技能发展
●	人员发展和管理方法
●	学习和组织文化
工作的科学化（10 CP）
●	探究式学习
●	工作的科学化
●	工作中的数字技术和媒体
 
应用教育模块
必修课
●	M-GEISTSOZ-100673 人员和能力发展 10 CP
●	M-GEISTSOZ-104041 教学研究 10 CP
●	M-GEISTSOZ-101546 职业教育研究 10 CP
●	M-GEISTSOZ-101548 科学化过程
1.3 学习项目学分30
●	M-GEISTSOZ-104043 研究项目 25 CP
●	M-GEISTSOZ-104044 准备研究项目 5 CP
1.4 大师座谈会学分10CP
●	M-GEISTSOZ-101550 项目和研究研讨会 I 2 CP
●	M-GEISTSOZ-101551 项目和研究研讨会 II 8 CP
10.未来就业：硕士毕业生可以在不同的教学领域工作：不同组织和背景下的人力资源开发、专业发展、能力发展、成人教育、教学、学习和职业培训研究以及市场研究。由于硕士课程对研究的高度重视，毕业生还可以在职业教育、工作和工业社会学以及科学和教学方面规划和开展广泛的研究项目和科学工作。有了硕士学位，也为以后攻读博士学位奠定了基础

"
柏林工业大学,教育学,Bildungswissenschaft - Organisation und Beratung,"
1.官网
https://www.tu.berlin/studieren/studienangebot/gesamtes-studienangebot/studiengang/bildungswissenschaft-organisation-und-beratung-m-a
2、申请日期：
冬季申请：6月1-8月31（可能时间会改变，最好5月初看一下官网）
夏季申请：1月12-2月28
3、申请方式：uni-assist申请
https://my.uni-assist.de/
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德语授课，DAHII；德福16；英语B2
7. 是否NC：非NC
8. 匹配度说明及选拔标准：
●        心理学、社会学、教育科学、教育科学、文化科学或社会科学学位或相关学位
●        经验社会研究的知识和方法至少达到 10 CP
 
选拔标准：
●        大学成绩55%

●        匹配度45%
1、教育科学、教育科学、心理学、社会学、文化研究或社会科学科目总分100分，
2.相关科目总分60分，
3.有教学选项的科目，总分100分，
4.其他科目0分。
9.硕士授课内容：
选择领域“学校”和“职业教育”以及必修课领域的“跨文化教育规划与发展”和“性别与组织”
实习至少为 8 周
https://www.static.tu.berlin/fileadmin/www/10000000/Studiengaenge/StuPOs/Fakultaet_I/Bildungswissenschaft_M.A._2014.pdf
 
        MA-BIWI 1：教育和组织 8 
        MA-BIWI 2：建议与合作 8 
        MA-GKWT 3：实证教育研究方法 10 
        MA-BIWI 4：研究项目：研究和评估 12 
        MA-GKWT 5：实习 - 监督和分析 16 
        MA-BIWI 6a：学校和学校发展 6 
        MA-GKWT 6b：职业培训
        MA-GKWT 7a：跨文化教育规划和发展 6
        MA-BIWI 7b：性别与组织
        MA-BIWI 8：工商管理 - 非经济学家介绍 6 
●        MA-BiWi 9：教育部门的管理职能
"
弗赖堡大学,教育科学 NC,Educational Science,"
1.官网
https://www.studium.uni-freiburg.de/en/program-offerings/all-degree-programs/info/271
2、申请日期：冬季申请2022年3月15日-7月15日
3、申请方式：网申
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德语C1，英语B2
7. 是否NC：是
8. 匹配度说明及选拔标准：
●	已完成教育、教育科学、心理学、认知科学或同等学科的三年制学位
●	本科成绩至少低于2.5分
●	具有良好的德语（C1）和英语（B2）水平
●	必须在定量研究方法quantitative Forschungsmethode领域获得至少10个ECTS学分
参考其本科学习内容：
https://ezw.uni-freiburg.de/studiengaenge/bachelor-studiengang-1/
 
本科课程前4学期主要涉及教育科学导论，教育心理学基础和统计学方面的基础知识，第五六学期是对前4学期学习的深化模块以及毕业论文。
9.硕士授课内容：
 
硕士课程模块学习内容：
教育心理学
教学学习研究
教育过程的条件
教学理论
教学方法
电子媒体教学
教学和学习过程诊断
毕业论文和一些研究项目
10.未来就业：
在教育和研究项目中，你将获得与实践相关的技能，如沟通、解决问题、组织和合作技能，你可以在各个专业领域成功应用这些技能。通过我们与来自私营部门、公共部门和学术界的公司的密切交流，你在学习期间已经接触到了有趣的工作机会。"
图宾根大学,教育科学 NC,Bildung und Erziehung: Kultur - Politik - Gesellschaft ,"
1.官网
https://uni-tuebingen.de/studium/studienangebot/verzeichnis-der-studiengaenge/detail/course/bildung-und-erziehung-kultur-politik-gesellschaft-master/
2、申请日期：冬季申请6月15日截止
3、申请方式：网申
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德语C1水平，英语B2，德英授课
7. 是否NC：是
8. 匹配度说明及选拔标准：
1)	入学要求是拥有教育科学学士课程的学位或邻近学科的学位。
2)	第一个学位必须是以2.5或更高的成绩。
本科参考教育科学专业
https://uni-tuebingen.de/studium/studienangebot/verzeichnis-der-studiengaenge/detail/course/erziehungswissenschaft-und-soziale-arbeit-erwachsenenbildung-bachelor-mono/
本科课程描述：
https://uni-tuebingen.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NjM4MzQyMjMsImV4cCI6MTY2MzkyNDIxOCwidXNlciI6MCwiZ3JvdXBzIjpbMCwtMV0sImZpbGUiOiJmaWxlYWRtaW5cL1VuaV9UdWViaW5nZW5cL0Zha3VsdGFldGVuXC9Tb3ppYWxWZXJoYWx0ZW5cL0luc2l0dXRfZlx1MDBmY3JfRXJ6aWVodW5nc3dpc3NlbnNjaGFmdFwvRG9rdW1lbnRlXC9CYWNoZWxvclwvTW9kdWxoYW5kYlx1MDBmY2NoZXJfQkFfYWJfV1NfMTgtMTlcL01vZHVsaGFuZGJ1Y2hfRXJ6aWVodW5nc3dpc3NlbnNjaGFmdF91bmRfU296aWFsZV9BcmJlaXRfLV9FcndhY2hzZW5lbmJpbGR1bmdfU3RhbmRfMTEtMjAyMC5wZGYiLCJwYWdlIjoxMjI5Njd9.9CCSxkuruCodJi4nZBsUZ7UoyvEN3qD2TljEUgfibPI/Modulhandbuch_Erziehungswissenschaft_und_Soziale_Arbeit_-_Erwachsenenbildung_Stand_11-2020.pdf
本科学习的是：社会教育or成人教育
 
教育科学的基本问题和基本概念
社会教育学/社会工作和成人教育/继续教育 
经验教育的方法和社会研究 
教育与培养：理论与实践
教育和社会研究中的定量数据分析 
教育和社会研究中的定性数据分析 
社会教育学/社会工作中与人相关的能力 
成人教育/继续教育中与人相关的能力
社会教育学/社会工作中与组织相关的能力和法律问题 I 
成人教育/继续教育中的组织技能和法律问题 I
社会教育学/社会工作II的组织技能：社会工作和法律
成人教育/继续教育中的组织技能 II：商业观点
成人教育
专业领域经验 
教育理论-实践-反思
期末讨论会和学士论文 
实证教育研究与教育心理学 
社会学 
选修区 
 
教育科学的基本问题和基本概念 
4教育和培训：理论和背景 
 教育理论-实践-反思 
社会教育/社会工作与成人教育/继续教育专业介绍
社会教育学/社会工作中与人相关的能力
成人教育/继续教育中与人相关的能力
社会教育学/社会工作中与组织相关的能力和法律问题 I 
成人教育/继续教育中的组织技能和法律问题 I
社会教育学/社会工作II的组织技能：社会工作和法律
成人教育/继续教育中的组织技能II：成人教育的商业观点
专业经验
研究方法
实证教育的方法和社会研究 
教育和社会研究中的定量数据分析 
教育和社会研究中的定性数据分析 
实证教育研究与教育心理学 
社会学 
选修区 
9.硕士授课内容： 
硕士学习内容：
教育理论
研究方法和科学方法
组织，机构和专业化
教育的文化和政治层面
教育科学背景下的教育
社会科学背景下的教育
学科项目和毕业论文

10.未来就业：
由于其以研究为导向的特点，该硕士课程可以作为教育科学领域的博士学位的目标准备来学习。此外，该硕士课程使毕业生有资格在地区、国家和国际教育组织中担任管理职务（例如，在协会、基金会、国家和国际教育政策组织中）。它还为学生在文化领域的机构（如博物馆、文化中心、出版社）就业做准备。"
哥廷根大学,教育科学 NC,"Erziehung, Bildung und Ungleichheit 
","
1.官网
https://www.uni-goettingen.de/de/659952.html
2、申请日期：冬季申请5月15日截止
             夏季申请11月15日截止
3、申请方式：网申
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德语DSH2
7. 是否NC：是
8. 匹配度说明及选拔标准：
●	教育或相关研究的学士学位在申请时，至少有150个ECTS与主题的相关性。
●	教育科学方面课程至少60分（包括实证研究方法的基本知识，至少8分）
 
●	DSH-2
●	具有良好或非常好的英语知识
9.硕士授课内容：
该课程共包括120个学分，其中78C的专业研究的关键能力 12 CP．和硕士学位模块的30个学分。
专项研究的78CP分为以下几个部分。
基础知识和主要研究领域的概述（26 CP）
学习课程开始时（第一学期）的三个必修模块确保了在教育科学的科学理论和研究方法基础领域的共同基础，并提供了教育、社会化和职业化理论和研究以及学校和教学研究这两个重点领域的基本概况。这样就能在充分了解情况的前提下选择专业。
选择和学习一个专业（30 CP）
首先（第二学期）深入了解当前的研究、理论辩论以及他们专业的方法论，并学会比较和评估这些方法，结合自己的研究项目进行反思，并在研究实践中使用这些方法。
第三学期的重点是大约八周的研究实习，可以在教育科学研究所完成。
研究方法（必修课/必选课：22 CP)
除了必修模块 ""教育科学理论与研究方法 ""外，学生还可以从社会科学方法中心的模块计划中选择约14个C。重点可以放在定性和定量的研究方法上。
你在两个学习方向中选择一个：
1） 教育、社会化和职业化研究
在教育、社会化和职业化研究专业中，研究了从童年到老年的教育和社会化的机构和过程，以及相关的职业化过程。
该专业提供了在普通教育研究领域中，参照不同的行动领域、机构和组织，突出自己的机会。
2） 学校和课堂研究
在学校和教学研究的专业领域，学校机构是宏观（学校系统）、中观（学校作为一个组织）和微观（教学）角度的研究重点。
研究重点使一个与行动相关的领域和特定学科的研究导向聚焦于学校和教学。
详细的课程：https://www.uni-goettingen.de/de/document/download/506933472389dcc4f4b9f9d3e4a94314.pdf/ModulVZ_Erziehungswiss_MA_2021.pdf
 
	M.Erz.011：基础和框架：教育研究和学校系统
	M.Erz.021：教育科学与研究方法理论：专业化
	M.Erz.101：教育、社会化和专业化理论与研究
	M.Erz.120：教育、社会化和专业化研究：研究实践
	M.Erz.130：硕士学位论坛：教育、社会化和专业化研究
	M.Erz.201：学校和教学研究
	M.Erz.220：学校和教学研究：研究实践
	M.Erz.230：硕士学位论坛：学校和教学研究
	M.MZS.1：定量实证研究项目的构想和规划
	M.MZS.1：定量实证研究项目的构想与规划
	M.MZS.12：定量社会研究中的数据收集
	M.MZS.13：多元数据分析的应用可能性和局限性
	M.MZS.14：定性社会研究的特殊方法论基础
	M.MZS.15：定性调查和评估方法 - 深化
	M.MZS.16：定性经验鉴定工作的规划和实施
	M.MZS.2：标准化社会科学调查方法
	M.MZS.3：应用多元数据分析
●	M.MZS.4：定性社会研究的一般方法论基础
●	M.MZS.5：定性调查和评估方法 - 概述
●	M.MZS.6：定性经验鉴定工作的规划和实施
"
汉堡大学,教育科学 NC,"Erziehungs- und Bildungswissenschaft
","
1.官网
https://www.uni-hamburg.de/campuscenter/studienangebot/studiengang.html?1272921745
2、申请日期：冬季申请6月1日-7月15日
3、申请方式：网申+邮寄
邮寄地址
Universität Hamburg
Studien- und Prüfungsbüro Erziehungswissenschaft
Von-Melle-Park 8
20146 Hamburg
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德语至少C1水平
7. 是否NC：是
8. 匹配度说明及选拔标准：
●	在汉堡大学或其他高等教育机构获得教育科学或教育科学专业的第一专业学位
●	或拥有第一学位，有资格在KMK教师培训类型1、2、3或6的教师培训课程中从事专业工作。
●	或辅修教育科学或教育科学，作为第一个专业资格的一部分成功完成。
●	或第一大学学位，使持有者有资格在KMK教师职业类型4或5的教师培训课程中从事专业工作。
●	或应用科学大学的教育学学位课程的学位。
对应汉堡大学本科教育科学专业:
教育科学的主要科目学习包括一般教育科学的课程以及选修专业的课程。
●	社会教育学/儿童和青年教育
●	成人教育/继续教育
●	残疾教育
9.硕士授课内容：
●	教育科学的学位课程包括主要科目教育科学和一个选修区，在这个选修区中可以选择教育科学或其他科目的课程。
●	必修领域“普通教育科学”
●	必修选修领域：必须从 ""参与和终身学习（PuLL）""或 ""教育理论和实证教育研究（BuEB）""这两个领域中选择一个。
●	实用模块。综合工作实习（通常在第二和第三学期之间）。
●	带有硕士论文的最后模块（第四学期）
 
详细的pdf文件：https://www.uni-hamburg.de/campuscenter/studienorganisation/ordnungen-satzungen/pruefungs-studienordnungen/unsortiert/up-fsb-u-fakepb-u-ma-u-erziehungs-u-und-u-bildungswissenschaft-u-20100915.pdf
 
硕士课程设置：
必修模块：
普通教育学:社会历史，理论发展和研究方向
教育研究方法:定量研究方法
参与和众生学习：理论和概念，专业能力掌握
教育理论和实践教学研究：教育理论，社会变革过程理论，应用和实践相关的方法，分析理论和方法
选修模块：
实习和毕业论文
10.未来就业：
教育科学硕士课程的主要目的是使学生能够在博士框架内继续其学术教育。然而，除了教育科学的研究，在教育咨询、教育机构和管理、概念和人员发展、教练领域以及评估或质量发展方面的工作也是可以的。
"
达姆施塔特,教育科学,Bildungswissenschaften,"
1.官网
https://www.tu-darmstadt.de/studieren/studieninteressierte/studienangebot_studiengaenge/studiengang_184960.de.jsp
2、申请日期：冬季申请6月1日-7月15日
             夏季申请 12月1日开始
●	 硕士课程名额的申请程序从收到申请到做出录取决定需要很长时间（约6-8周）。每份申请都必须经过相关部门的审查（入学考试）。
●	建议你尽早申请，以确保在录取的情况下及时入学。
●	没有学士学位证书也可以申请：
●	如果是冬季学期的录取，最迟可以在下一年的9月1日之前提交学士学位证书，夏季学期的录取最迟可以在下一年的3月1日之前提交。
3、申请方式：网申
4、申请材料：基本材料
 5.学制：4学期
6、语言要求:德语C1水平,德英授课
7. 是否NC：否
8. 匹配度说明及选拔标准：
完成达姆施塔特大学的教育学学士、社会学学士、体育科学学士或心理学学士（参考学位课程）或同等学位。
本科的教育学专业
https://www.tu-darmstadt.de/studieren/studieninteressierte/studienangebot_studiengaenge/studiengang_179456.de.jsp
本科课程主要有（偏职业教育）：
教育理论基础
职业教育
教育和社会结构基础
教育机构和组织
教育科学的社会历史
教育电子化
实习
 

9.硕士授课内容：
 
硕士课程学习内容：
教育体系的社会变革和隐喻
职业教育在教育和职业体系背景下的变化
研究方法：理论基础
研究方法：质量研究，定量分析方法
批判教育理论导论
实习和毕业论文

10.未来就业：
教育学硕士课程使学生特别有资格从事与科学相关或以科学为基础的工作。这些可以在大学和研究机构中找到，但也可以在非学校教育部门，例如成人教育（例如在成人教育中心、（职业）继续教育机构）、政党和协会中找到。教育工作者也在咨询领域找到工作（例如教育咨询、婚姻咨询、商业咨询) 
"
慕尼黑大学,传播学,Kommunikationswissenschaft,"1.网址：
https://www.lmu.de/de/studium/studienangebot/alle-studienfaecher-und-
studiengaenge/kommunikationswissenschaft-master-hauptfach-4509.html
2.申请时间：仅冬季学期，5.15 截止
3.学制：四学期
4. 语言：德语 C1
5. 申请方式：
国际事务处：邮寄申请材料至
学院申请：网申 https://survey.ifkw.lmu.de/master/
6.申请材料：常规
7.匹配度说明：
（1）要获得传播科学硕士学位，需要获得符合专业资格的传播科学、新闻学或新闻学
（主要是社会科学经验导向）的大学学位。硕士学位是建立在传播学学士学位内容的基
础上，以研究为导向的连续性学位，因此非常重视与该学科相近的内容。
（2）第 5 个学期后达到至少 2.60 的成绩（也就是 80）平均成绩优于 2.10（86 分） 且
符合资质法规的所有其他标准的申请人将立即被视为合适。成绩单上必须有写平均分。
（3）申请材料审核通过后，符合条件的申请人将被邀请参加能力倾向测试（笔试）
目的：确定是否除了获得第一个学位所展示的知识外，还可以满足以研究为导向的传播
科学硕士学位的特定要求。
这些要求包括对传播学方法（定量和定性方法、数据收集和数据分析）特别广泛和深入
的知识，以及对科学概念、问题、理论和模型、研究方法的广泛知识
传播科学的重要核心领域的发现和发现，例如 传播理论、媒体使用、媒体效果、新闻研
究、公共关系、媒体系统、媒体历史、传播政策、媒体经济学。
形式和内容：
被录取的申请人参加大约 90 分钟的笔试
这包括关于传播科学核心领域的问题（包括方法论、传播理论、媒体使用、媒体效果、
新闻研究、公共关系、媒体系统、媒体历史、传播政策、媒体经济学）。测试以德语进行。
时间：
能力倾向测试通常在 6 月 15 日至 7 月 31 日，确切日期将通过邮寄方式通知所有受邀申
请人。
被录取的申请人将至少提前两周收到通知
在合理的情况下，可以准许进入另一个日期。生病时必须立即提交医疗证明。
结果将在考试后约两到三周通知
8. 硕士学习内容：
硕士课程分为四个学期，课程是模块化的。
该课程以硕士论文完成（处理时间：六个月）。
基础知识和方向
在第一学期，课程的基本方向在两个必修选修模块中创建，可以从五个总体学科领
域（传播理论和历史、新闻学和新闻学、媒体系统和传播政策、媒体经济学和公
关）中选择作为媒体效果和媒体使用）。
主要项目
两个学期的课程中，作为研究项目的一部分，研究了来自通信科学领域的当前相关
问题。除了对一个科研领域的精深加工和相关方法的深入考察外，还使学生熟悉社
会科研项目的规划、实施和利用的各个方面。通过在研究团队中担任不同的角色，
他们获得了以后在学术或商业领域工作的重要关键资格。
实际相关性在硕士课程中，完成了三个实践媒体研讨会，旨在阐明理论、研究和媒
体实践之间的联系，并说明接口研究与媒体系统其他领域的相关性。没有计划强制
实习，可以因自愿实习而休学。
出国留学
作为硕士学位的一部分，可以选择在国外学习一个学期或一年。传播研究与媒体研
究所保持着大量的国际学术联系。该研究所的国际代表和 LMU 的国际事务部就计划
在国外逗留提供详细的建议。"
